alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
M1805D1SI,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1805D1ST,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1805E2A,1345,128,5.88,7,6,5,6,6,944,3120,6,64
M1806D9PE,9199,23,6.9,8,9,9,9,9,94,4500,12,256
M1806E7TG,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1806E7TH,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1806E7TI,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1807E8A,1199,46,6.26,7,6,6,7,7,803,3350,4,64
M1807E8S,2799,56,6.21,6,6,6,6,6,883,3000,8,128
M1808D2TC,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M1808D2TE,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M1808D2TG,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M1808D2TT,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M1810E5A,3699,165,6.39,9,9,7,8,8,760,3200,8,128
M1810E5E,3699,165,6.39,9,9,7,8,8,760,3200,8,128
M1810E5GG,19999,17,7.92,4,7,5,7,7,365,4050,12,512
M1810F6G,0,1,6.3,6,6,8,6,5,0,4000,3,32
M1810F6I,0,1,6.3,6,6,8,6,5,0,4000,3,32
M1810F6LE,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1810F6LG,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1810F6LH,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1810F6LI,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1810F6LT,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7BE,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1901F7C,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7E,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7G,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7H,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7I,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F7S,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M1901F7T,999,124,6.3,7,6,7,7,7,685,4000,3,32
M1901F9E,1289,123,5.84,8,7,7,9,7,707,2900,4,64
M1901F9T,1289,123,5.84,8,7,7,9,7,707,2900,4,64
M1902F1A,2698,250,6.39,9,9,8,9,9,668,3300,6,128
M1902F1C,2698,250,6.39,9,9,8,9,9,668,3300,6,128
M1902F1G,2698,250,6.39,9,9,8,9,9,668,3300,6,128
M1902F1T,2698,250,6.39,9,9,8,9,9,668,3300,6,128
M1903C3EC,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3EE,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3EG,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3EH,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3EI,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3ET,499,3,5.45,6,3,6,5,3,552,4000,2,16
M1903C3GG,0,0,5.0,0,0,0,0,0,699,3200,1,8
M1903C3GH,0,0,5.0,0,0,0,0,0,699,3200,1,8
M1903C3GI,0,0,5.0,0,0,0,0,0,699,3200,1,8
M1903F10A,2198,36,6.39,10,9,8,8,8,552,4000,6,64
M1903F10C,2198,36,6.39,10,9,8,8,8,552,4000,6,64
M1903F10G,0,0,6.39,0,0,0,0,0,699,4000,0,0
M1903F10I,2198,36,6.39,10,9,8,8,8,552,4000,6,64
M1903F11A,2898,36,6.39,7,9,8,8,8,552,4000,8,64
M1903F11C,2198,36,6.39,10,9,8,8,8,552,4000,6,64
M1903F11G,0,0,6.39,0,0,0,0,0,699,4000,8,0
M1903F11I,2198,36,6.39,10,9,8,8,8,552,4000,6,64
M1903F2A,1999,47,5.97,7,7,6,7,7,649,3070,6,64
M1903F2G,1999,47,5.97,7,7,6,7,7,649,3070,6,64
M1904F3BC,2648,23,6.47,8,9,9,8,9,395,5260,6,128
M1904F3BG,2799,23,6.57,8,9,6,8,7,90,4160,8,256
M1904F3BT,2168,21,6.39,8,8,8,8,8,517,4030,8,256
M1906F9SC,1408,8,6.087999999999999,5,5,6,8,5,517,4030,6,128
M1906F9SH,0,0,6.087999999999999,0,0,0,0,0,699,4030,4,128
M1906F9SI,0,0,6.087999999999999,0,0,0,0,0,699,4030,4,128
M1906G7E,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1906G7G,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1906G7I,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1906G7T,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3IC,2599,5,6.67,9,9,8,8,8,29,5000,8,64
M1908C3IE,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1908C3IG,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1908C3IH,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1908C3II,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1908C3JC,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3JE,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3JG,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3JH,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3JI,1499,18,6.53,7,6,6,6,6,454,4500,8,128
M1908C3KE,699,5,6.22,6,3,7,4,2,412,5000,4,64
M1908C3KG,699,5,6.22,6,3,7,4,2,412,5000,4,64
M1908C3KH,699,5,6.22,6,3,7,4,2,412,5000,4,64
M1908C3KI,699,5,6.22,6,3,7,4,2,412,5000,4,64
M1908F1XE,2648,23,6.47,8,9,9,8,9,395,5260,6,128
M1910F4E,2648,23,6.47,8,9,9,8,9,395,5260,6,128
M1910F4G,0,0,6.47,0,0,0,0,0,213,5260,6,128
M1910F4S,0,0,6.47,0,0,0,0,0,213,5260,6,128
M1912G7BC,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1912G7BE,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M1923,1199,47,6.2,8,9,8,8,8,630,4000,6,64
M2,568,10,5.5,4,4,5,6,5,1343,3000,3,64
M2 E,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M20,149,3,5.0,4,4,2,4,4,1948,1800,0,8
M20 4G,149,3,5.0,4,4,2,4,4,1948,1800,0,8
M200,0,0,3.2,0,0,0,0,0,3256,1000,0,4
M2001C3K3I,709,0,6.22,0,0,0,0,0,242,5000,3,32
M2001G7AC,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M2001G7AE,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M2001J11C,2598,19,6.67,7,6,7,6,6,248,4700,6,128
M2001J11E,2598,19,6.67,7,6,7,6,6,248,4700,6,128
M2001J1C,4999,28,6.67,8,9,8,7,8,286,4500,8,256
M2001J1E,4999,28,6.67,8,9,8,7,8,286,4500,8,256
M2001J1G,4999,28,6.67,8,9,8,7,8,286,4500,8,256
M2001J2C,3799,25,6.67,9,9,8,7,8,334,4780,8,128
M2001J2E,3799,25,6.67,9,9,8,7,8,334,4780,8,128
M2001J2G,3799,25,6.67,9,9,8,7,8,334,4780,8,128
M2001J2I,3799,25,6.67,9,9,8,7,8,334,4780,8,128
M2002F4LG,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M2002J9E,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M2002J9G,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M2002J9R,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M2002J9S,2299,23,6.57,8,9,6,8,7,214,4160,8,128
M2003J15SC,999,4,6.53,6,5,6,5,5,188,5020,4,128
M2003J15SG,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J15SI,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J15SS,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6A1G,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6A1I,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6A1R,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6B1I,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6B2G,1599,1,6.67,6,6,8,6,8,0,4820,6,128
M2003J6CI,0,0,6.67,0,0,0,0,0,146,5020,4,64
M2004J19AG,799,3,6.53,7,6,8,7,4,153,5020,4,64
M2004J19C,799,3,6.53,7,6,8,7,4,153,5020,4,64
M2004J19G,799,3,6.53,7,6,8,7,4,153,5020,4,64
M2004J19I,799,3,6.53,7,6,8,7,4,153,5020,4,64
M2004J19PI,0,0,6.67,0,0,0,0,0,146,5020,4,64
M2004J7AC,1499,11,6.57,5,5,5,3,4,182,4520,6,128
M2004J7BC,1499,11,6.57,5,5,5,3,4,182,4520,6,128
M2006C3MII,799,3,6.53,7,6,8,7,4,153,5020,4,64
M2006J10C,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M2007J17G,0,0,6.67,0,0,0,0,0,0,4820,6,64
M2007J1SC,5299,15,6.67,9,10,9,8,8,106,4500,8,128
M2007J20CG,1849,0,6.67,0,0,0,0,0,0,5160,6,64
M2007J20CI,1849,0,6.67,0,0,0,0,0,0,5160,6,64
M2007J20CT,1849,0,6.67,0,0,0,0,0,0,5160,6,64
M2007J3SC,2599,17,6.67,9,9,8,8,8,29,5000,8,128
M2007J3SG,0,0,6.67,0,0,0,0,0,0,5000,8,128
M2007J3SI,0,0,6.67,0,0,0,0,0,0,5000,8,128
M2007J3SP,0,0,6.67,0,0,0,0,0,0,5000,8,128
M2007J3SY,0,0,6.67,0,0,0,0,0,0,5000,8,128
M2010J19CG,0,0,6.53,0,0,0,0,0,0,6000,4,64
M2010J19CT,0,0,6.53,0,0,0,0,0,0,6000,4,64
M2017,5999,551,5.7,8,4,10,8,8,1424,7000,6,128
M2畅玩版,749,3,5.5,6,3,3,5,6,1343,3000,3,32
M2青春版,688,10,5.5,4,4,5,6,5,1343,3000,4,64
M3,1861,21,5.85,0,0,0,0,0,791,3450,6,64
M30,1399,0,6.0,0,0,0,0,0,121,10000,8,128
M351,0,4,,0,0,0,0,0,2556,0,0,0
M353,0,4,,0,0,0,0,0,2556,0,0,0
M355,0,4,,0,0,0,0,0,2556,0,0,0
M356,0,4,,0,0,0,0,0,2556,0,0,0
M36,0,0,,0,0,0,0,0,0,0,0,0
M3L,699,0,5.0,0,0,0,0,0,1551,2350,1,16
M3S,369,0,5.0,0,0,0,0,0,1704,1600,2,16
M3s,369,0,5.0,0,0,0,0,0,1704,1600,2,16
M460,1799,1811,5.36,6,6,5,6,6,2040,3100,2,16
M460A,1799,1811,5.36,6,6,5,6,6,2040,3100,2,16
M460H,1799,1811,5.36,6,6,5,6,6,2040,3100,2,16
M461,1799,1811,5.36,6,6,5,6,6,2040,3100,2,16
M462,1259,2000,5.5,5,6,5,6,6,2252,3350,3,16
M462H,1259,2000,5.5,5,6,5,6,6,2252,3350,3,16
M462U,1259,2000,5.5,5,6,5,6,6,2252,3350,3,16
M463C,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M463H,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M463M,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M463U,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M465A,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M465M,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M5,16999,25,5.65,7,7,7,7,7,480,3450,6,8
M5 Note,899,639,5.5,8,3,9,8,7,1460,4000,3,16
M5 mini,0,1,5.0,3,3,5,3,3,0,4000,2,16
M5000,999,0,5.0,0,0,0,0,0,1095,5000,2,64
M570C,2699,158,5.7,7,7,8,8,7,1438,3400,4,64
M570H,2699,158,5.7,7,7,8,8,7,1438,3400,4,64
M570M,2699,158,5.7,7,7,8,8,7,1438,3400,4,64
M570Q,2699,158,5.7,7,7,8,8,7,1438,3400,4,64
M570Q-S,1799,95,5.2,7,8,7,8,8,1488,3060,4,64
M571,799,703,5.5,6,5,5,6,5,2009,3100,2,16
M571C,799,703,5.5,6,5,5,6,5,2009,3100,2,16
M571H,799,703,5.5,6,5,5,6,5,2009,3100,2,16
M571M,799,703,5.5,6,5,5,6,5,2009,3100,2,16
M571U,799,703,5.5,6,5,5,6,5,2009,3100,2,16
M575,1049,14,5.5,5,6,4,6,6,1704,3150,3,16
M575H,1049,14,5.5,5,6,4,6,6,1704,3150,3,16
M575M,1049,14,5.5,5,6,4,6,6,1704,3150,3,16
M575U,1049,14,5.5,5,6,4,6,6,1704,3150,3,16
M576,4299,6,6.6,8,10,8,7,6,213,4500,8,128
M576H,4299,6,6.6,8,10,8,7,6,213,4500,8,128
M576U,4299,6,6.6,8,10,8,7,6,213,4500,8,128
M578,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578A,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578C,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578CA,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578CE,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578H,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578M,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578MA,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M578U,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M57A,999,507,5.5,8,5,6,8,6,1887,3140,2,16
M57AC,999,507,5.5,8,5,6,8,6,1887,3140,2,16
M57AM,999,507,5.5,8,5,6,8,6,1887,3140,2,16
M57AU,999,507,5.5,8,5,6,8,6,1887,3140,2,16
M6,16999,20,6.01,3,7,9,9,6,243,4380,8,512
M6 Note,1299,398,5.5,6,4,9,8,9,1186,4000,4,32
M6 note,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M6 plus,2399,354,6.0,8,4,9,8,8,1582,6020,4,64
M611A,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M611D,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M611H,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M611Y,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M612C,799,250,5.2,9,2,8,9,8,1429,3000,3,32
M612H,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M612M,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M612Q,799,250,5.2,9,2,8,9,8,1379,3000,3,16
M621C,899,639,5.5,8,3,9,8,7,1460,4000,3,16
M621C-S,899,639,5.5,8,3,9,8,7,1064,4000,3,16
M621H,899,639,5.5,8,3,9,8,7,1460,4000,3,16
M621M,899,639,5.5,8,3,9,8,7,1460,4000,3,16
M621Q,899,639,5.5,8,3,9,8,7,1460,4000,3,16
M623C,568,80,5.0,4,4,6,4,4,2009,3000,1,8
M631,489,11,5.0,4,3,4,5,4,1674,2300,1,8
M636,656,0,2.0,0,0,0,0,0,5447,0,0,0
M653,542,6,5.2,4,2,4,6,5,1250,2800,2,16
M654,599,2,5.45,4,4,10,4,4,944,3000,1,16
M655,899,0,,0,0,0,0,0,5296,0,0,0
M681,799,1271,5.5,8,6,9,8,8,1551,4100,2,16
M681C,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M681H,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M681M,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M681Q,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M682Q,0,0,5.2,0,0,0,0,0,1429,0,3,32
M685C,780,789,5.5,7,6,8,8,8,1613,3060,3,32
M685H,780,789,5.5,7,6,8,8,8,1613,3060,3,32
M685M,780,789,5.5,7,6,8,8,8,1613,3060,3,32
M685Q,780,789,5.5,7,6,8,8,8,1613,3060,3,32
M685U,780,789,5.5,7,6,8,8,8,1613,3060,3,32
M686,2699,52,6.5,9,9,8,9,8,852,3640,6,64
M686G,1798,52,6.5,9,9,8,9,8,852,3640,6,128
M686H,1798,52,6.5,9,9,8,9,8,852,3640,6,128
M688C,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M688M,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M688Q,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M688U,899,436,5.5,7,4,7,7,7,1339,3400,3,32
M6SPlus,3299,144,6.0,8,4,10,7,8,1308,6020,6,64
M710H,499,19,5.0,5,3,5,5,4,1248,3060,2,16
M710M,499,19,5.0,5,3,5,5,4,1248,3060,2,16
M711C,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M711H,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M711M,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M711Q,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M712C,999,74,5.7,6,5,5,6,5,1064,3000,3,32
M712H,999,74,5.7,6,5,5,6,5,1064,3000,3,32
M712M,999,74,5.7,6,5,5,6,5,1064,3000,3,32
M712Q,999,74,5.7,6,5,5,6,5,1064,3000,3,32
M712Q-B,999,74,5.7,6,5,5,6,5,1064,3000,3,32
M721C,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M721H,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M721M,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M721Q,729,398,5.5,6,4,9,8,9,1186,4000,3,16
M741A,899,6,5.5,7,7,7,7,7,1064,3400,3,32
M741Y,899,6,5.5,7,7,7,7,7,1064,3400,3,32
M760,0,1,,0,0,0,0,0,5843,0,0,0
M792C,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M792C-L,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M792H,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M792M-L,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M792Q,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M792Q-L,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M793H,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M793Q,1799,54,5.7,5,6,5,7,6,1213,3500,6,64
M8,0,2,5.45,4,4,5,5,5,1064,3070,2,32
M8 Plus,0,7,5.5,0,0,0,0,0,2405,0,3,16
M8(M8X1),2999,937,5.0,6,8,6,8,7,2466,2600,2,16
M809L,0,1,,0,0,0,0,0,1064,0,2,16
M810H,0,2,5.45,4,4,5,5,5,1064,3070,2,32
M810L,0,1,,0,0,0,0,0,1064,0,0,0
M811H,799,17,5.7,4,3,4,5,3,944,3300,3,32
M811Q,799,17,5.7,4,3,4,5,3,944,3300,3,32
M812C,999,152,5.5,5,6,7,6,5,2282,3100,2,8
M813H,1599,436,5.5,7,4,7,7,7,1339,3400,4,64
M813Q,1599,436,5.5,7,4,7,7,7,1339,3400,4,64
M816H,899,61,5.5,5,8,6,7,6,1555,3260,2,16
M816Q,899,61,5.7,5,8,6,7,6,1064,3260,2,16
M821,780,75,5.0,5,5,6,6,5,2009,2800,2,16
M822H,939,145,6.0,8,7,7,9,9,767,3600,4,32
M822Q,939,145,6.0,8,7,7,9,9,767,3600,4,32
M823,1050,45,5.5,5,6,5,6,6,1948,3500,2,16
M828,499,1,1.46,0,0,0,0,0,4717,800,0,0
M829,470,0,2.4,0,0,0,0,0,0,0,0,0
M830,0,2,3.5,0,0,0,0,0,3256,1750,0,2
M836,1039,37,5.5,6,4,7,6,6,1613,4000,3,32
M838,430,17,2.2,0,0,0,0,0,4504,800,0,0
M850,0,0,3.2,0,0,0,0,0,3986,0,0,0
M851M,1999,61,5.99,6,6,5,6,5,966,3360,6,64
M851Q,1999,61,5.99,6,6,5,6,5,966,3360,6,64
M852H,988,166,6.2,8,6,6,8,7,803,3210,4,64
M852Q,988,166,6.2,8,6,6,8,7,803,3210,4,64
M871H,1398,15,5.46,6,5,6,5,5,1064,3000,4,64
M871Q,1398,15,5.46,6,5,6,5,5,1064,3000,4,64
M872H,1199,45,6.0,9,9,8,9,9,803,3100,6,64
M872Q,1199,45,6.0,9,9,8,9,9,803,3100,6,64
M881H,1998,107,5.46,5,5,5,6,6,1064,3000,4,64
M881M,1998,107,5.46,5,5,5,6,6,1064,3000,4,64
M881Q,1998,107,5.46,5,5,5,6,6,1064,3000,4,64
M882H,1598,348,6.0,10,9,8,9,9,852,3010,6,64
M882Q,1598,348,6.0,10,9,8,9,9,852,3010,6,64
M891H,1798,51,5.95,7,7,6,7,7,1064,3500,6,64
M891Q,1798,51,5.95,7,7,6,7,7,1064,3500,6,64
M892Q,1798,52,6.5,9,9,8,9,8,852,3640,6,128
M8SE,0,2,5.45,4,4,5,5,5,1064,3070,2,32
M9,2698,53,6.39,9,9,8,9,9,668,3300,6,0
M9 Plus,0,22,5.9,6,2,8,7,6,1460,4000,3,64
M923H,1099,47,6.2,8,9,8,8,8,630,4000,4,64
M923Q,1099,47,6.2,8,9,8,8,8,630,4000,4,64
M926H,1499,53,6.2,9,8,9,9,9,539,4000,6,64
M926Q,1499,53,6.2,9,8,9,9,9,539,4000,6,64
M928Q,2499,36,6.5,9,10,9,8,8,399,4500,8,256
M971H,3688,93,6.2,8,9,8,9,9,582,3600,8,128
M971Q,3688,93,6.2,8,9,8,9,9,582,3600,8,128
M973Q,2998,34,6.2,9,10,8,9,9,487,3600,6,128
MACH-W19,6999,19,6.76,9,9,8,9,8,31,4400,8,256
MACH-W29,6999,19,6.76,9,9,8,9,8,31,4400,8,256
MACHC-WAE9LP,6999,19,6.76,9,9,8,9,8,31,4400,8,256
MACHC-WAH9LP,6999,19,6.76,9,9,8,9,8,31,4400,8,256
MACHR-W19,6399,44,6.53,8,9,8,8,9,395,4500,8,256
MACHR-W19L,6399,44,6.53,8,9,8,8,9,395,4500,8,256
MACHR-W29,6399,44,6.53,8,9,8,8,9,395,4500,8,256
MACHR-W29BL,6399,44,6.53,8,9,8,8,9,395,4500,8,256
MAE136,999,4,6.53,6,5,6,5,5,188,5020,4,128
MAG138,999,4,6.53,6,5,6,5,5,188,5020,4,128
MAI132,999,4,6.53,6,5,6,5,5,188,5020,4,128
MANN 8S,1999,14,5.5,9,5,10,9,9,791,6000,6,64
MANN M3,499,2,5.0,0,0,0,0,0,1429,4000,2,16
MANN ZUG 3S,499,3,4.0,0,0,0,0,0,1398,2930,1,8
MAR,1699,106,6.15,8,7,8,9,8,640,3340,6,128
MAR-AL00,1699,106,6.15,8,7,8,9,8,640,3340,6,128
MAR-TL00,1699,106,6.15,8,7,8,9,8,640,3340,6,128
MAT136,999,4,6.53,6,5,6,5,5,188,5020,4,128
MATE30,4999,36,6.62,8,10,9,9,9,395,4200,8,256
MATE30 5G,4999,36,6.62,8,10,9,9,9,395,4200,8,256
MATE30Pro,7399,44,6.53,8,9,8,8,9,395,4500,8,512
MATE30Pro 5G,5899,44,6.53,8,9,8,8,9,395,4500,8,128
MAX,9299,20,6.7,8,10,8,8,9,24,3687,6,128
MAX3,999,107,5.5,6,6,5,6,6,2313,2700,2,16
MBE6A5,738,298,5.5,6,4,6,6,5,1398,4100,2,16
MBT6A5,738,298,5.5,6,4,6,6,5,1398,4100,2,16
MBU-A0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
MBU-H0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
MCE16,2698,250,6.39,9,9,8,9,9,668,3300,6,128
MCE3B,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MCE8,999,124,6.3,7,6,7,7,7,685,4000,3,32
MCG3B,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MCI3B,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MCT1,2698,250,6.39,9,9,8,9,9,668,3300,6,128
MCT3B,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MCT8,999,124,6.3,7,6,7,7,7,685,4000,3,32
MDE1,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MDE2,788,99,5.5,7,4,6,7,6,1223,3080,4,32
MDE40,1499,113,6.44,6,4,7,6,5,1309,5300,4,32
MDE5,1599,180,5.99,6,6,5,6,6,1005,3400,8,256
MDE5S,1599,180,5.99,6,6,5,6,6,1005,3400,8,256
MDE6S,908,23,5.5,6,3,6,6,5,1196,3080,4,64
MDG1,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MDG2,0,3,5.5,6,4,5,5,6,1064,3080,4,0
MDG6S,908,23,5.5,6,3,6,6,5,1196,3080,4,64
MDI1,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MDI2,0,3,5.5,6,4,5,5,6,1064,3080,4,0
MDI40,1499,113,6.44,6,4,7,6,5,1309,5300,4,32
MDI6S,908,23,5.5,6,3,6,6,5,1196,3080,4,64
MDT1,2599,17,6.67,9,9,8,8,8,29,5000,8,128
MDT2,788,99,5.5,7,4,6,7,6,1223,3080,4,32
MDT4,1499,113,6.44,6,4,7,6,5,1309,5300,4,32
MDT5,1599,180,5.99,6,6,5,6,6,1005,3400,8,256
MDT6S,908,23,5.5,6,3,6,6,5,1196,3080,4,64
MDZ-05-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-06-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-06-AB,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-09-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-09-AK,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-15-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-16-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-18-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-19-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-20-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-21-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-23-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-25-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MDZ-26-AA,0,0,6.67,0,0,0,0,0,0,4500,0,0
MEC7S,1599,1,6.67,6,6,8,6,8,0,4820,6,128
MED-AL00,999,17,6.3,7,8,9,5,4,270,5000,4,64
MED-AL20,999,17,6.3,7,8,9,5,4,270,5000,4,64
MED-TL00,999,17,6.3,7,8,9,5,4,270,5000,4,64
MEE7,999,83,5.99,6,5,6,6,5,1089,4000,4,64
MEE7S,1599,1,6.67,6,6,8,6,8,0,4820,6,128
MEG7,999,83,5.99,6,5,6,6,5,1089,4000,4,64
MEI7,1599,1,6.67,6,6,8,6,8,0,4820,6,128
MEI7S,1599,1,6.67,6,6,8,6,8,0,4820,6,128
MEIZU E3,1999,61,5.99,6,6,5,6,5,966,3360,6,64
MEIZU M16,0,0,,0,0,0,0,0,1064,0,0,0
MEIZU M6,729,398,5.5,6,4,9,8,9,1186,4000,3,16
MEIZU_M5,0,2,,7,7,7,7,7,1064,0,0,0
MET7,999,83,5.99,6,5,6,6,5,1089,4000,4,64
MET7S,1599,1,6.67,6,6,8,6,8,0,4820,6,128
MHA,2599,454,5.9,7,8,8,8,8,1490,4000,6,128
MHA-AL00,2599,454,5.9,7,8,8,8,8,1490,4000,6,128
MHA-TL00,2599,454,5.9,7,8,8,8,8,1490,4000,6,128
MI 2,1126,1,5.99,0,0,0,0,0,1064,3010,4,64
MI 2S,1299,1510,4.3,6,6,5,6,6,2282,2000,2,32
MI 2SC,1299,1510,4.3,6,6,5,6,6,2800,2000,2,16
MI 3,700,3034,5.0,5,5,4,5,5,2647,3050,2,16
MI 4,2698,250,6.39,9,9,8,9,9,668,3300,6,128
MI 4C,799,548,5.0,5,6,5,6,6,1917,3080,2,16
MI 4S,1289,178,5.0,4,6,4,6,5,1764,3260,3,64
MI 5,769,243,5.15,6,8,5,5,6,1551,3200,3,64
